age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
40s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,4,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,4,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,1506,0,40+,,<=50K
50s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,1,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,4,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,4,Divorced,,Unmarried,,Female,0,2339,40+,,<=50K
50s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,4,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,4,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,4,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,4,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
50s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
60s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,2105,0,40,,<=50K
60s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,2290,0,40,,<=50K
60s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,1,Married-civ-spouse,,Husband,,Male,3137,0,40,,<=50K
60s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,4,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40,,<=50K
50s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,3103,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,1,Married-civ-spouse,,Husband,,Male,3908,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,4,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,1,Married-civ-spouse,,Husband,,Male,2936,0,40+,,<=50K
50s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,1,Married-civ-spouse,,Husband,,Male,0,1579,40+,,<=50K
50s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
50s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,4,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,4,Married-civ-spouse,,Husband,,Male,0,2057,40+,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,4,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,4,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,1,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,2829,0,40+,,<=50K
60s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,3,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
60s,,,2,Married-civ-spouse,,Husband,,Male,0,0,40+,,<=50K
20s,,,4,Never-married,,Not-in-family,,Male,2463,0,40+,,<=50K
20s,,,3,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,3,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,3,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,2,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,3,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,3,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,3,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,2,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,2,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,4,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,4,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,2,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,3,Never-married,,Not-in-family,,Male,0,1741,40+,,<=50K
20s,,,3,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,3,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,3,Never-married,,Not-in-family,,Male,0,1876,40+,,<=50K
20s,,,3,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,3,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,3,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,1,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,3,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,2,Never-married,,Not-in-family,,Male,0,0,40+,,<=50K
20s,,,3,Married-civ-spouse,,Husband,,Male,0,0,<40,,<=50K
20s,,,3,Married-civ-spouse,,Husband,,Male,0,0,<40,,<=50K
20s,,,3,Married-civ-spouse,,Husband,,Male,0,0,<40,,<=50K
20s,,,3,Married-civ-spouse,,Husband,,Male,0,0,<40,,<=50K
20s,,,1,Married-civ-spouse,,Husband,,Male,0,0,<40,,<=50K
20s,,,3,Married-civ-spouse,,Husband,,Male,0,0,<40,,<=50K
20s,,,1,Married-civ-spouse,,Husband,,Male,0,0,<40,,<=50K
