age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
30s,,,3,Divorced,,,,Female,0,0,40,United-States,<=50K
20s,,,2,Married-civ-spouse,,,,Female,0,0,40,United-States,<=50K
20s,,,3,Married-civ-spouse,,,,Female,0,0,40,United-States,<=50K
20s,,,2,Married-civ-spouse,,,,Female,0,0,40,United-States,<=50K
20s,,,2,Married-civ-spouse,,,,Female,0,0,40,United-States,<=50K
50s,,,2,Married-civ-spouse,,,,Female,0,0,40,United-States,<=50K
50s,,,2,Married-civ-spouse,,,,Female,0,0,40,United-States,<=50K
50s,,,2,Married-civ-spouse,,,,Female,3908,0,40,United-States,<=50K
17-20,,,2,Never-married,,,,Female,0,0,40,United-States,<=50K
17-20,,,2,Never-married,,,,Female,0,1602,40,United-States,<=50K
17-20,,,2,Never-married,,,,Female,0,0,40,United-States,<=50K
20s,,,2,Never-married,,,,Female,0,0,40,United-States,<=50K
20s,,,3,Never-married,,,,Female,0,0,40,United-States,<=50K
20s,,,3,Never-married,,,,Female,0,0,40,United-States,<=50K
20s,,,3,Never-married,,,,Female,0,0,40,United-States,<=50K
30s,,,3,Never-married,,,,Female,0,0,40,United-States,<=50K
30s,,,4,Never-married,,,,Female,0,0,40,United-States,<=50K
30s,,,3,Never-married,,,,Female,0,0,40,United-States,<=50K
50s,,,2,Separated,,,,Female,0,2339,40,United-States,<=50K
50s,,,3,Separated,,,,Female,0,0,40,United-States,<=50K
50s,,,2,Separated,,,,Female,0,0,40,United-States,<=50K
50s,,,3,Widowed,,,,Female,0,0,40,United-States,<=50K
50s,,,2,Widowed,,,,Female,0,0,40,United-States,<=50K
50s,,,3,Widowed,,,,Female,0,0,40,United-States,<=50K
60s,,,2,Widowed,,,,Female,0,0,40,United-States,<=50K
60s,,,3,Widowed,,,,Female,3273,0,40,United-States,<=50K
60s,,,3,Widowed,,,,Female,0,0,40,United-States,<=50K
30s,,,3,,,,,Female,6497,0,40+,United-States,<=50K
30s,,,3,,,,,Female,0,0,40+,United-States,<=50K
30s,,,2,,,,,Female,0,0,40+,United-States,<=50K
30s,,,3,,,,,Female,0,0,40+,United-States,<=50K
30s,,,3,,,,,Female,0,0,40+,United-States,<=50K
30s,,,2,,,,,Female,0,0,40+,United-States,<=50K
30s,,,2,,,,,Female,0,0,40+,United-States,<=50K
40s,,,3,,,,,Female,0,0,40+,United-States,<=50K
40s,,,2,,,,,Female,0,0,40+,United-States,<=50K
40s,,,3,,,,,Female,0,0,40+,United-States,<=50K
40s,,,3,,,,,Female,0,0,40+,United-States,<=50K
40s,,,3,,,,,Female,0,0,40+,United-States,<=50K
40s,,,3,,,,,Female,0,0,40+,United-States,<=50K
50s,,,3,,,,,Female,0,0,40+,United-States,<=50K
50s,,,3,,,,,Female,0,0,40+,United-States,<=50K
50s,,,3,,,,,Female,0,0,40+,United-States,<=50K
50s,,,4,,,,,Female,0,0,40+,United-States,<=50K
70+,,,1,,,,,Female,0,0,40+,United-States,<=50K
70+,,,3,,,,,Female,0,0,40+,United-States,<=50K
70+,,,4,,,,,Female,0,0,40+,United-States,<=50K
17-20,,,2,Never-married,,,,Female,0,0,40+,United-States,<=50K
17-20,,,3,Never-married,,,,Female,0,0,40+,United-States,<=50K
17-20,,,4,Never-married,,,,Female,0,0,40+,United-States,<=50K
20s,,,3,Never-married,,,,Female,0,0,40+,United-States,<=50K
20s,,,3,Never-married,,,,Female,0,0,40+,United-States,<=50K
20s,,,3,Never-married,,,,Female,0,0,40+,United-States,<=50K
20s,,,2,Never-married,,,,Female,0,0,40+,United-States,<=50K
30s,,,3,Never-married,,,,Female,0,0,40+,United-States,<=50K
30s,,,3,Never-married,,,,Female,0,0,40+,United-States,<=50K
30s,,,2,Never-married,,,,Female,0,1669,40+,United-States,<=50K
20s,,,2,Separated,,,,Female,0,0,40+,United-States,<=50K
20s,,,3,Separated,,,,Female,0,0,40+,United-States,<=50K
20s,,,2,Separated,,,,Female,0,2754,40+,United-States,<=50K
60s,,,2,Separated,,,,Female,0,0,40+,United-States,<=50K
60s,,,3,Separated,,,,Female,0,0,40+,United-States,<=50K
60s,,,3,Separated,,,,Female,5455,0,40+,United-States,<=50K
20s,,,2,,,,,Female,0,0,<40,United-States,<=50K
20s,,,3,,,,,Female,0,0,<40,United-States,<=50K
20s,,,3,,,,,Female,0,0,<40,United-States,<=50K
40s,,,4,,,,,Female,0,0,<40,United-States,<=50K
40s,,,3,,,,,Female,0,0,<40,United-States,<=50K
40s,,,3,,,,,Female,0,0,<40,United-States,<=50K
40s,,,3,,,,,Female,0,0,<40,United-States,<=50K
40s,,,4,,,,,Female,0,0,<40,United-States,<=50K
40s,,,3,,,,,Female,0,0,<40,United-States,<=50K
40s,,,3,,,,,Female,0,0,<40,United-States,<=50K
50s,,,2,,,,,Female,0,0,<40,United-States,<=50K
50s,,,1,,,,,Female,0,0,<40,United-States,<=50K
50s,,,3,,,,,Female,0,1590,<40,United-States,<=50K
50s,,,2,,,,,Female,0,0,<40,United-States,<=50K
50s,,,2,,,,,Female,0,0,<40,United-States,<=50K
50s,,,2,,,,,Female,0,0,<40,United-States,<=50K
60s,,,2,,,,,Female,0,0,<40,United-States,<=50K
60s,,,2,,,,,Female,0,0,<40,United-States,<=50K
60s,,,2,,,,,Female,0,0,<40,United-States,<=50K
60s,,,3,,,,,Female,0,0,<40,United-States,<=50K
60s,,,3,,,,,Female,0,0,<40,United-States,<=50K
60s,,,3,,,,,Female,0,0,<40,United-States,<=50K
20s,,,2,Divorced,,,,Female,0,0,<40,United-States,<=50K
20s,,,3,Divorced,,,,Female,0,0,<40,United-States,<=50K
20s,,,2,Divorced,,,,Female,0,0,<40,United-States,<=50K
17-20,,,2,Never-married,,,,Female,0,0,<40,United-States,<=50K
17-20,,,2,Never-married,,,,Female,0,0,<40,United-States,<=50K
17-20,,,2,Never-married,,,,Female,0,0,<40,United-States,<=50K
17-20,,,2,Never-married,,,,Female,0,0,<40,United-States,<=50K
50s,,,3,Widowed,,,,Female,0,0,<40,United-States,<=50K
50s,,,1,Widowed,,,,Female,0,0,<40,United-States,<=50K
50s,,,2,Widowed,,,,Female,0,0,<40,United-States,<=50K
17-20,,,2,,,,,Male,0,0,40,United-States,<=50K
17-20,,,2,,,,,Male,0,0,40,United-States,<=50K
17-20,,,2,,,,,Male,0,0,40,United-States,<=50K
20s,,,2,,,,,Male,0,0,40,United-States,<=50K
20s,,,3,,,,,Male,0,0,40,United-States,<=50K
20s,,,2,,,,,Male,0,0,40,United-States,<=50K
20s,,,2,,,,,Male,0,0,40,United-States,<=50K
30s,,,2,,,,,Male,0,0,40,United-States,<=50K
30s,,,3,,,,,Male,0,0,40,United-States,<=50K
30s,,,2,,,,,Male,0,0,40,United-States,<=50K
40s,,,2,,,,,Male,0,0,40,United-States,<=50K
40s,,,2,,,,,Male,914,0,40,United-States,<=50K
40s,,,3,,,,,Male,0,0,40,United-States,<=50K
40s,,,3,,,,,Male,0,0,40,United-States,<=50K
40s,,,3,,,,,Male,0,0,40,United-States,<=50K
40s,,,2,,,,,Male,0,0,40,United-States,<=50K
50s,,,3,,,,,Male,0,0,40,United-States,<=50K
50s,,,3,,,,,Male,0,0,40,United-States,<=50K
50s,,,2,,,,,Male,0,0,40,United-States,<=50K
50s,,,3,,,,,Male,0,0,40,United-States,<=50K
50s,,,3,,,,,Male,6849,0,40,United-States,<=50K
60s,,,2,,,,,Male,0,0,40,United-States,<=50K
60s,,,2,,,,,Male,3471,0,40,United-States,<=50K
60s,,,2,,,,,Male,0,0,40,United-States,<=50K
70+,,,1,,,,,Male,0,0,40,United-States,<=50K
70+,,,4,,,,,Male,0,0,40,United-States,<=50K
70+,,,3,,,,,Male,0,0,40,United-States,<=50K
20s,,,3,Divorced,,,,Male,0,0,40,United-States,<=50K
20s,,,2,Divorced,,,,Male,0,0,40,United-States,<=50K
20s,,,3,Divorced,,,,Male,0,0,40,United-States,<=50K
30s,,,2,Divorced,,,,Male,0,0,40,United-States,<=50K
30s,,,2,Divorced,,,,Male,0,0,40,United-States,<=50K
30s,,,3,Divorced,,,,Male,0,0,40,United-States,<=50K
30s,,,3,Divorced,,,,Male,0,0,40,United-States,<=50K
50s,,,2,Divorced,,,,Male,0,0,40,United-States,<=50K
50s,,,3,Divorced,,,,Male,0,0,40,United-States,<=50K
50s,,,2,Divorced,,,,Male,0,0,40,United-States,<=50K
50s,,,1,Divorced,,,,Male,0,0,40,United-States,<=50K
60s,,,1,Divorced,,,,Male,0,0,40,United-States,<=50K
60s,,,2,Divorced,,,,Male,0,0,40,United-States,<=50K
60s,,,4,Divorced,,,,Male,0,0,40,United-States,<=50K
60s,,,2,Divorced,,,,Male,0,0,40,United-States,<=50K
20s,,,3,Never-married,,,,Male,0,0,40,United-States,<=50K
20s,,,2,Never-married,,,,Male,0,0,40,United-States,<=50K
20s,,,2,Never-married,,,,Male,0,1876,40,United-States,<=50K
30s,,,2,Never-married,,,,Male,0,0,40,United-States,<=50K
30s,,,1,Never-married,,,,Male,0,0,40,United-States,<=50K
30s,,,3,Never-married,,,,Male,0,0,40,United-States,<=50K
30s,,,4,Never-married,,,,Male,0,1408,40,United-States,<=50K
30s,,,3,Never-married,,,,Male,0,0,40,United-States,<=50K
20s,,,3,,,,,Male,2597,0,40+,United-States,<=50K
20s,,,3,,,,,Male,0,0,40+,United-States,<=50K
20s,,,2,,,,,Male,0,0,40+,United-States,<=50K
20s,,,3,,,,,Male,0,0,40+,United-States,<=50K
20s,,,2,,,,,Male,0,0,40+,United-States,<=50K
20s,,,3,,,,,Male,0,0,40+,United-States,<=50K
30s,,,2,,,,,Male,0,0,40+,United-States,<=50K
30s,,,3,,,,,Male,0,0,40+,United-States,<=50K
30s,,,2,,,,,Male,0,0,40+,United-States,<=50K
30s,,,3,,,,,Male,0,0,40+,United-States,<=50K
30s,,,3,,,,,Male,0,0,40+,United-States,<=50K
30s,,,3,,,,,Male,0,0,40+,United-States,<=50K
40s,,,3,,,,,Male,0,0,40+,United-States,<=50K
40s,,,2,,,,,Male,0,0,40+,United-States,<=50K
40s,,,3,,,,,Male,0,1380,40+,United-States,<=50K
40s,,,2,,,,,Male,0,0,40+,United-States,<=50K
20s,,,2,Divorced,,,,Male,0,0,40+,United-States,<=50K
20s,,,2,Divorced,,,,Male,0,0,40+,United-States,<=50K
20s,,,2,Divorced,,,,Male,0,0,40+,United-States,<=50K
20s,,,3,Divorced,,,,Male,0,0,40+,United-States,<=50K
30s,,,2,Divorced,,,,Male,0,0,40+,United-States,<=50K
30s,,,3,Divorced,,,,Male,0,0,40+,United-States,<=50K
30s,,,1,Divorced,,,,Male,0,0,40+,United-States,<=50K
30s,,,3,Divorced,,,,Male,0,0,40+,United-States,<=50K
30s,,,3,Divorced,,,,Male,0,0,40+,United-States,<=50K
30s,,,2,Divorced,,,,Male,0,1590,40+,United-States,<=50K
50s,,,2,Married-civ-spouse,,,,Male,0,0,40+,United-States,<=50K
50s,,,1,Married-civ-spouse,,,,Male,0,0,40+,United-States,<=50K
50s,,,1,Married-civ-spouse,,,,Male,0,0,40+,United-States,<=50K
60s,,,2,Widowed,,,,Male,0,0,40+,United-States,<=50K
60s,,,2,Widowed,,,,Male,2009,0,40+,United-States,<=50K
60s,,,2,Widowed,,,,Male,0,0,40+,United-States,<=50K
20s,,,3,,,,,Male,0,0,<40,United-States,<=50K
20s,,,3,,,,,Male,0,0,<40,United-States,<=50K
20s,,,2,,,,,Male,0,0,<40,United-States,<=50K
20s,,,3,,,,,Male,0,0,<40,United-States,<=50K
30s,,,3,,,,,Male,0,0,<40,United-States,<=50K
30s,,,3,,,,,Male,0,0,<40,United-States,<=50K
30s,,,2,,,,,Male,0,0,<40,United-States,<=50K
60s,,,3,,,,,Male,0,0,<40,United-States,<=50K
60s,,,1,,,,,Male,1848,0,<40,United-States,<=50K
60s,,,2,,,,,Male,0,0,<40,United-States,<=50K
60s,,,2,,,,,Male,991,0,<40,United-States,<=50K
60s,,,1,,,,,Male,0,0,<40,United-States,<=50K
70+,,,3,,,,,Male,0,1816,<40,United-States,<=50K
70+,,,3,,,,,Male,0,0,<40,United-States,<=50K
70+,,,2,,,,,Male,0,0,<40,United-States,<=50K
20s,,,2,Never-married,,,,Male,0,0,<40,United-States,<=50K
20s,,,2,Never-married,,,,Male,0,0,<40,United-States,<=50K
20s,,,2,Never-married,,,,Male,0,0,<40,United-States,<=50K
20s,,,3,Never-married,,,,Male,0,0,<40,United-States,<=50K
30s,,,2,Never-married,,,,Male,0,0,<40,United-States,<=50K
30s,,,3,Never-married,,,,Male,0,0,<40,United-States,<=50K
30s,,,3,Never-married,,,,Male,0,0,<40,United-States,<=50K
30s,,,3,Never-married,,,,Male,0,0,<40,United-States,<=50K
40s,,,2,Never-married,,,,Male,0,0,<40,United-States,<=50K
40s,,,4,Never-married,,,,Male,0,0,<40,United-States,<=50K
40s,,,3,Never-married,,,,Male,0,0,<40,United-States,<=50K
70+,,,1,Never-married,,,,Male,0,0,<40,United-States,<=50K
70+,,,3,Never-married,,,,Male,0,0,<40,United-States,<=50K
70+,,,3,Never-married,,,,Male,0,0,<40,United-States,<=50K
30s,,,2,Separated,,,,Male,0,0,<40,United-States,<=50K
30s,,,3,Separated,,,,Male,0,0,<40,United-States,<=50K
30s,,,3,Separated,,,,Male,0,0,<40,United-States,<=50K
40s,,,2,Separated,,,,Male,0,0,<40,United-States,<=50K
40s,,,3,Separated,,,,Male,0,0,<40,United-States,<=50K
40s,,,3,Separated,,,,Male,0,0,<40,United-States,<=50K
40s,,,2,Divorced,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
40s,,,3,Divorced,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
40s,,,2,Divorced,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
50s,,,3,Not-married,,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
50s,,,2,Not-married,,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
50s,,,1,Not-married,,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
40-45,,,3,Married-civ-spouse,,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
40-45,,,3,Married-civ-spouse,,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
40-45,,,2,Married-civ-spouse,,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
40-45,,,2,Married-civ-spouse,,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
40s,,,4,Not-married,,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
40s,,,2,Not-married,,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
40s,,,2,Not-married,,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
40s,,,3,Married,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
40s,,,3,Married,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
40s,,,2,Married,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
30s,,,4,Not-married,,Own-child,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
30s,,,2,Not-married,,Own-child,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
30s,,,2,Not-married,,Own-child,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
20-25,,,3,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,40,Non-US,<=50K
20-25,,,2,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,40,Non-US,<=50K
20-25,,,2,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,40,Non-US,<=50K
35-40,,,3,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,40,Non-US,<=50K
35-40,,,3,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,40,Non-US,<=50K
35-40,,,3,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,40,Non-US,<=50K
55-60,,,2,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,40,Non-US,<=50K
