age,education-num,capital-gain,capital-loss,hours-per-week
33,13,0,0,40
26,9,0,0,40
33,13,0,0,40
46,7,0,0,30
38,9,0,0,40
65,7,0,0,40
40,11,0,0,40
42,9,0,0,35
26,5,0,0,40
36,6,0,0,24
62,14,0,0,40
43,13,0,0,45
43,13,0,1564,45
22,9,0,0,55
28,9,0,0,40
56,10,0,0,45
22,12,0,0,15
57,13,0,0,45
39,9,0,0,40
26,10,0,0,15
17,7,0,0,10
40,11,0,0,38
45,9,0,0,40
44,9,0,0,40
20,10,0,0,10
33,9,0,0,40
23,10,0,0,40
46,14,0,0,30
38,9,0,0,50
54,9,0,0,40
46,3,0,2339,45
25,10,0,0,40
46,10,0,0,40
36,10,0,0,40
23,9,0,0,25
29,9,0,0,40
44,10,0,2415,6
19,10,0,0,16
19,9,0,0,40
35,9,0,0,40
27,13,0,0,50
46,12,0,0,40
34,9,0,0,35
44,10,0,0,40
45,10,0,0,40
25,13,0,0,55
52,13,0,0,50
20,10,0,0,40
28,10,0,0,40
50,13,0,0,40
34,11,0,0,64
28,4,0,2179,40
41,14,0,1977,65
28,9,0,0,40
46,9,0,0,25
32,10,0,0,50
41,10,0,0,24
24,9,0,0,40
33,10,0,0,40
46,16,15024,0,60
31,10,0,0,40
35,8,0,0,50
52,2,0,0,40
30,7,0,0,19
34,7,0,0,40
34,9,0,0,40
20,10,0,0,30
17,7,2176,0,18
32,13,0,0,40
29,9,0,0,40
33,6,0,0,35
25,9,0,0,60
36,14,0,1408,40
23,9,0,0,72
63,9,0,0,40
47,14,0,0,40
40,13,2174,0,40
30,12,0,0,25
27,10,0,1980,40
33,14,0,0,50
34,9,594,0,60
34,10,0,0,40
23,10,0,0,40
42,10,0,0,40
29,13,0,0,40
45,9,0,0,28
24,9,0,0,40
44,10,0,0,40
27,5,0,0,40
20,10,0,0,35
44,9,0,0,40
51,9,0,0,40
20,9,0,0,40
19,9,0,0,40
45,10,0,0,55
60,9,0,0,40
44,9,0,0,40
40,11,0,0,40
30,9,0,0,40
38,10,0,0,50
23,9,0,0,60
44,12,0,0,40
54,9,0,0,40
32,13,0,0,50
50,2,0,0,40
24,13,0,0,20
37,9,0,0,60
52,9,0,0,40
38,10,0,0,40
49,14,0,1977,45
30,13,0,0,16
60,10,0,0,40
35,9,0,0,40
30,9,0,0,60
67,11,0,0,24
46,13,0,0,40
17,5,0,0,6
22,10,0,0,30
27,6,0,0,40
23,9,0,0,35
33,12,0,0,45
43,10,0,0,20
28,13,0,0,20
41,9,0,0,40
25,10,0,0,20
59,9,0,0,45
45,13,0,0,40
38,13,15024,0,60
40,9,0,0,35
46,9,0,0,40
35,12,0,0,60
34,9,0,0,25
33,13,0,0,20
41,9,0,0,36
20,10,0,0,40
23,3,0,0,40
26,10,0,0,35
23,9,0,0,40
62,9,0,0,40
52,10,0,0,40
58,10,0,0,42
25,13,0,0,40
24,13,0,0,40
19,10,0,0,8
43,10,0,0,40
47,9,0,0,40
39,9,0,0,40
49,11,0,1380,42
32,11,0,0,45
34,10,0,0,50
28,9,0,0,45
25,10,0,0,20
34,13,0,0,50
38,13,15024,0,80
50,9,7688,0,50
24,10,0,0,50
37,10,0,0,45
44,10,0,0,58
28,10,0,0,40
42,13,0,0,40
74,10,0,0,9
38,9,0,0,50
44,14,0,0,40
44,7,0,0,46
26,9,0,0,40
36,9,0,0,40
41,12,0,0,50
67,15,20051,0,48
39,8,0,0,50
57,2,0,0,30
29,11,0,0,40
31,13,0,0,45
44,10,0,0,40
29,16,0,0,40
30,10,0,0,40
27,9,0,0,40
27,10,0,0,50
32,9,0,0,45
58,6,0,0,8
35,10,0,0,40
21,9,0,0,36
28,10,0,0,40
46,10,0,0,50
36,9,0,0,40
72,7,0,0,40
35,9,0,0,40
33,11,0,0,40
69,7,0,0,40
35,9,0,0,40
34,9,0,0,32
30,7,0,0,40
28,13,0,0,55
54,13,0,0,35
47,10,0,0,50
24,9,0,0,40
52,13,0,0,60
20,9,0,0,48
43,14,5013,0,45
45,4,0,0,40
29,9,0,0,35
47,14,0,0,42
24,9,0,0,40
51,9,0,0,40
17,7,0,0,12
37,11,0,1977,40
27,16,0,0,70
29,13,0,0,40
36,12,0,0,35
58,13,0,0,40
26,10,0,0,45
57,9,0,0,40
59,9,0,0,40
27,9,0,0,40
31,13,0,0,40
21,10,0,0,24
29,10,0,0,60
18,7,0,0,40
52,6,0,1887,47
57,13,0,0,80
60,4,0,0,48
31,13,7688,0,40
23,13,0,0,40
27,9,0,0,40
42,15,0,1902,50
25,10,2174,0,40
49,13,0,0,45
32,13,0,0,40
19,10,0,0,28
60,4,0,0,40
42,5,0,0,40
35,12,0,0,40
48,9,0,0,37
51,14,0,0,40
29,9,0,0,40
36,9,0,0,40
17,6,0,0,21
52,14,6849,0,60
24,9,0,0,40
24,9,0,0,50
26,13,1055,0,40
27,13,0,0,20
39,9,0,0,60
30,9,0,0,45
50,9,0,0,32
52,13,0,0,55
46,15,15024,0,45
23,13,0,0,20
45,7,0,0,20
65,5,0,0,24
29,11,0,0,55
47,5,0,0,40
30,9,0,0,60
34,9,0,0,45
38,9,0,0,64
33,10,0,0,40
49,13,0,0,26
47,10,0,0,40
49,6,0,0,40
43,10,15024,0,60
30,13,0,0,40
58,9,0,0,60
19,9,0,0,14
21,13,0,0,40
33,13,15024,0,60
47,3,0,0,50
52,16,0,0,60
26,9,0,0,55
60,9,0,0,40
21,10,0,0,40
36,10,5178,0,50
31,10,0,0,45
50,16,0,0,40
31,9,0,0,40
71,9,0,0,15
30,13,0,0,40
20,10,0,0,20
24,9,4101,0,50
35,16,0,0,40
38,10,0,0,45
27,9,0,0,32
29,10,0,0,40
34,9,0,0,45
44,4,0,0,35
43,9,0,0,40
44,8,0,0,40
35,14,0,0,60
27,10,0,0,40
43,14,0,0,38
20,10,0,0,25
42,12,8614,0,40
27,10,3411,0,40
42,9,0,0,40
24,5,0,1721,40
48,10,0,0,40
17,7,0,0,10
33,13,0,0,40
50,9,0,0,50
22,9,2597,0,40
17,8,0,0,16
32,10,0,0,40
31,9,0,0,45
58,9,0,0,50
29,9,0,0,48
37,11,0,0,40
34,9,0,0,40
23,10,0,0,40
18,7,0,0,5
34,9,0,0,40
45,13,0,0,55
41,14,0,0,35
26,9,0,0,30
54,10,0,0,40
24,10,0,0,45
42,10,0,0,50
20,10,0,0,20
23,13,0,0,20
35,14,0,0,60
31,14,0,1902,40
30,13,0,0,40
19,9,0,0,20
36,13,0,0,50
31,13,0,1380,40
21,10,0,0,30
31,10,0,0,40
46,16,25236,0,65
44,13,0,0,50
40,8,0,0,40
45,10,0,0,40
60,9,0,0,35
18,7,0,0,25
28,13,0,0,40
36,10,0,0,40
40,11,4386,0,40
36,13,0,0,35
31,9,0,0,40
33,9,0,0,40
19,9,0,0,40
22,10,0,0,15
34,13,0,0,45
33,9,0,0,40
41,9,0,2051,60
29,13,4650,0,40
50,9,0,0,42
42,13,7298,0,45
44,9,0,0,40
20,10,0,0,20
31,9,0,0,40
23,10,0,0,24
55,10,0,0,40
26,11,0,2377,45
25,11,0,0,15
35,10,2407,0,40
36,10,0,0,36
43,13,0,0,50
56,9,594,0,20
42,13,0,0,40
19,10,0,0,25
55,9,0,0,72
42,14,14084,0,50
26,11,0,0,40
17,8,0,0,20
42,13,0,0,40
55,9,7688,0,40
32,10,0,0,40
29,7,0,0,40
46,13,0,0,37
29,13,7688,0,40
22,13,0,0,20
58,6,0,0,40
23,9,0,0,50
39,9,0,0,40
27,11,0,0,38
54,9,0,0,40
33,13,0,0,45
46,9,0,0,40
37,9,0,0,40
36,9,0,0,18
59,9,0,0,38
34,9,0,0,40
53,16,0,0,70
51,13,0,0,55
32,6,0,0,42
31,10,0,0,40
22,10,0,0,30
47,13,0,0,50
32,9,0,0,40
26,10,0,0,38
37,3,0,0,32
31,9,0,0,55
37,11,0,0,24
55,9,0,0,38
23,11,0,0,56
36,10,0,0,40
43,13,0,0,50
54,10,0,0,40
28,11,0,1669,42
40,11,0,0,50
41,10,0,0,60
40,13,0,0,55
42,10,0,0,38
61,9,0,2352,50
18,8,0,0,30
48,11,0,0,50
41,13,0,0,40
23,9,2463,0,40
60,9,0,0,60
22,10,0,0,20
61,9,0,0,40
25,9,0,0,40
46,14,0,0,35
43,13,0,1902,40
43,12,0,0,40
24,9,0,1721,30
68,7,0,0,20
31,9,0,0,38
17,7,0,0,20
32,9,5178,0,48
33,13,3103,0,47
64,13,0,0,40
20,9,0,0,30
30,9,0,0,36
43,10,0,0,45
22,10,0,0,40
17,6,0,0,20
47,9,0,0,75
41,11,0,0,60
56,10,0,0,50
64,9,0,0,45
47,9,0,0,50
48,11,0,0,40
31,14,0,0,46
29,11,0,0,40
30,9,0,0,40
32,9,0,1672,60
57,9,0,653,42
62,9,0,0,40
39,9,0,0,24
43,10,0,0,25
24,13,0,0,40
53,10,4386,0,40
26,10,0,0,40
73,9,0,0,40
55,9,0,0,40
25,9,0,0,40
41,13,0,0,50
24,13,0,0,50
63,9,0,0,6
17,7,0,0,20
35,10,0,0,50
51,10,0,0,40
62,13,0,0,48
55,9,4386,0,40
43,10,0,0,40
40,9,0,0,50
37,13,0,0,45
39,13,0,0,40
31,9,0,0,18
61,14,0,0,40
26,11,0,0,55
46,9,0,0,50
26,13,0,0,40
48,16,0,0,50
34,9,0,0,40
34,9,0,0,40
59,9,0,0,40
34,13,0,0,40
49,13,0,0,56
18,7,0,0,20
43,9,0,0,40
48,7,0,0,50
28,10,0,0,70
33,9,0,0,40
24,10,0,0,15
21,6,0,0,40
17,7,0,0,28
39,10,0,0,50
29,13,0,0,40
44,13,0,0,40
24,10,0,0,50
71,14,10605,0,40
51,13,0,2415,40
55,3,0,0,25
41,13,0,0,60
23,9,0,0,7
38,11,0,0,40
39,9,0,0,40
19,9,0,0,30
49,5,0,0,40
32,13,0,0,40
27,9,0,0,70
38,13,0,0,50
33,10,0,0,60
23,13,0,0,28
54,9,0,0,40
29,11,2174,0,45
35,13,0,0,40
28,11,0,0,40
37,13,7688,0,50
42,15,0,0,65
40,14,0,0,40
47,10,0,0,55
22,13,0,0,50
30,13,0,0,45
28,9,0,0,40
63,4,0,0,55
51,5,0,0,20
22,9,0,0,40
35,9,0,0,45
46,9,0,0,38
37,10,0,0,52
24,13,0,0,15
37,9,0,0,10
53,10,0,0,40
27,9,0,0,30
38,10,0,0,44
53,6,0,0,60
34,10,0,0,40
23,9,0,0,40
39,13,15024,0,45
43,14,0,0,50
67,9,0,0,40
81,9,0,0,30
21,10,0,0,20
23,10,0,0,25
25,10,0,0,40
42,3,0,0,38
38,10,0,0,40
32,9,0,0,40
37,9,0,0,40
51,14,0,0,60
22,10,0,0,42
33,2,0,0,40
42,9,0,0,55
51,1,0,0,40
23,9,0,0,40
37,7,3103,0,44
37,9,0,0,99
47,14,0,0,25
41,15,0,2415,40
33,9,0,0,30
31,13,0,0,40
31,12,0,0,40
35,9,0,0,40
38,9,0,0,40
18,9,0,0,45
20,9,0,0,40
54,10,0,0,35
40,10,0,0,40
36,13,0,1977,45
43,10,0,0,35
44,10,0,0,40
44,9,0,0,40
43,14,0,0,43
51,4,0,0,40
18,9,0,0,20
51,10,0,0,40
44,10,0,0,70
33,6,0,0,40
33,13,0,0,40
42,12,0,0,40
25,10,0,0,45
32,9,0,0,38
32,13,0,0,70
36,6,0,0,40
28,9,0,0,40
20,9,0,0,20
35,10,0,0,60
55,9,0,0,20
48,13,0,0,40
34,9,0,0,35
28,13,0,0,35
67,13,0,2392,40
37,9,0,0,40
44,9,0,0,70
25,10,0,0,40
21,10,4101,0,40
40,14,0,0,35
78,9,2964,0,40
34,9,0,0,40
49,9,0,0,44
22,12,0,0,40
60,9,0,0,42
45,9,0,0,40
63,11,0,0,20
41,9,0,0,35
47,9,0,0,40
44,9,0,0,40
51,10,3325,0,40
46,13,0,1504,40
41,11,0,0,40
50,9,0,0,30
47,9,0,0,50
35,9,0,0,45
56,9,0,0,55
45,14,0,0,45
48,13,0,0,58
40,10,2580,0,40
39,13,15024,0,50
20,10,0,0,40
50,16,0,1902,65
38,9,0,0,40
23,13,0,0,60
31,9,0,0,16
58,13,0,0,40
66,9,0,0,40
39,9,0,0,40
54,9,15024,0,52
26,10,0,0,50
51,9,0,0,40
34,11,0,0,40
50,9,3103,0,40
42,10,0,0,44
38,14,0,0,25
48,4,0,0,40
33,11,0,0,40
51,9,0,0,32
22,9,0,0,40
41,10,0,0,50
48,14,0,0,35
42,9,0,0,30
34,10,0,0,40
23,9,0,0,40
56,9,0,0,50
45,9,0,0,55
48,6,0,0,40
48,14,0,0,50
31,11,0,0,40
20,12,0,1719,20
27,10,0,0,40
32,9,0,0,40
37,9,0,0,75
34,9,0,0,30
90,9,0,0,40
23,10,0,0,40
43,10,0,0,40
44,13,7688,0,60
24,10,0,0,37
28,15,0,0,55
23,10,0,0,40
20,10,0,0,50
36,13,0,1902,50
61,9,0,0,40
53,13,0,0,40
30,13,7298,0,40
52,10,0,0,55
38,10,0,0,40
32,13,0,0,40
30,8,0,0,75
41,11,0,0,40
49,14,0,1902,40
45,9,0,0,47
43,9,0,0,35
61,9,3471,0,40
54,9,0,0,32
34,12,0,0,40
49,10,0,0,80
38,10,0,0,40
35,15,0,1977,80
36,8,0,0,40
30,13,0,0,50
36,12,0,0,60
22,13,0,0,20
38,9,0,1902,40
37,9,0,0,50
48,16,0,1902,46
17,7,0,0,15
19,10,0,0,20
27,13,0,1590,40
22,13,0,0,50
49,9,0,0,40
43,11,0,0,40
43,13,0,0,40
19,9,0,0,35
58,9,0,0,60
41,10,0,0,40
31,10,0,0,40
30,11,0,0,40
32,9,0,0,40
29,13,0,0,35
42,10,7298,0,52
38,9,0,0,28
41,12,0,0,40
44,13,0,0,50
31,16,0,0,60
34,9,0,0,40
21,10,0,0,40
22,13,0,0,20
62,6,0,0,40
29,9,0,1977,25
43,10,0,0,40
45,13,0,0,60
39,5,0,1651,40
41,13,0,0,50
34,12,0,0,25
34,9,0,0,33
31,13,0,0,47
29,9,0,0,25
41,13,3103,0,40
41,11,0,0,55
35,14,0,0,45
33,13,0,0,45
37,13,0,0,38
69,9,0,0,40
34,9,0,0,40
36,10,0,0,40
41,9,0,0,50
58,13,0,0,40
53,13,0,0,40
29,10,0,0,40
45,9,4865,0,40
34,10,0,0,38
36,13,0,0,40
48,10,0,0,35
20,11,0,0,40
35,9,0,0,50
63,9,0,0,40
41,10,0,0,45
28,13,0,0,45
30,10,0,0,40
31,9,0,0,40
37,11,0,0,38
31,10,0,0,50
46,14,0,0,45
35,9,0,0,60
27,9,0,0,53
41,2,0,0,35
19,10,0,0,20
20,10,0,0,45
59,9,0,0,40
40,13,0,0,37
56,10,0,0,60
33,14,15024,0,44
30,10,0,0,60
46,9,0,0,50
61,9,0,0,35
50,9,7298,0,40
25,9,0,0,30
40,10,0,0,39
51,9,0,0,54
43,9,0,0,40
34,10,0,0,54
46,9,0,0,45
28,14,0,0,50
20,9,0,0,28
44,11,3411,0,40
51,9,0,0,40
33,13,0,0,60
54,12,0,0,40
50,13,0,1977,40
33,9,0,0,40
65,13,10605,0,20
88,15,0,0,40
40,9,0,0,40
51,9,0,0,43
50,7,0,0,40
25,14,0,0,99
20,11,0,0,30
47,9,0,0,40
22,11,0,0,30
50,9,0,0,48
47,9,0,0,40
24,7,0,0,45
40,13,0,0,45
36,13,0,0,40
32,9,0,0,40
44,9,0,0,40
59,10,0,0,40
65,9,0,0,30
24,13,0,0,65
27,13,0,0,35
51,11,0,0,40
48,10,0,0,40
39,9,0,0,60
28,13,0,0,40
19,10,0,0,25
49,13,0,0,40
51,12,0,0,60
59,14,0,0,55
18,9,0,0,40
45,9,0,0,80
30,13,0,0,50
37,13,0,0,35
44,13,0,0,40
33,10,0,0,40
61,14,0,0,40
61,9,0,0,40
38,13,0,0,42
36,9,0,0,45
44,10,5178,0,60
37,10,0,0,62
31,10,0,0,20
54,16,15024,0,45
20,10,0,0,16
48,10,7688,0,40
31,13,4650,0,45
38,15,0,0,40
45,9,0,0,40
48,9,0,0,40
53,10,0,0,40
55,9,0,0,40
29,9,0,0,40
36,13,0,0,60
42,10,0,0,60
50,9,0,0,40
75,15,0,0,35
46,13,0,1902,40
52,9,0,0,40
27,13,0,0,40
43,9,0,0,45
31,7,0,0,42
23,10,0,0,30
34,9,0,0,24
41,9,0,0,40
31,9,0,0,30
42,10,0,0,40
35,14,0,0,45
55,9,0,0,25
36,9,0,0,40
65,9,0,0,59
38,10,0,0,12
62,10,0,0,20
54,15,99999,0,60
49,9,0,0,40
34,9,0,0,40
32,9,0,0,40
51,14,15024,0,50
48,10,0,0,60
52,9,0,0,43
28,10,0,1762,40
29,9,0,0,40
38,13,0,0,50
57,9,0,0,50
43,13,0,0,40
37,10,0,0,40
30,9,0,0,40
53,9,0,0,48
73,9,0,0,37
22,10,0,0,35
31,9,0,0,45
38,13,0,1887,40
50,10,0,0,35
37,10,0,0,37
44,13,0,0,40
47,13,0,0,45
27,10,0,0,40
28,12,0,0,80
25,9,0,0,40
20,10,0,0,40
51,13,0,0,40
46,13,0,1977,40
67,13,6514,0,7
47,9,0,0,35
42,9,0,0,40
52,9,0,1876,50
42,12,0,0,40
21,10,0,0,10
50,9,5178,0,40
46,10,0,0,40
47,13,15024,0,50
57,6,0,0,40
37,13,0,0,45
50,9,0,0,40
63,2,0,0,30
39,9,0,0,65
46,14,0,0,35
36,9,0,0,40
26,3,0,1628,50
21,10,0,0,57
41,12,0,0,40
44,10,0,0,40
22,9,0,0,40
29,10,0,0,60
29,9,0,0,40
58,10,0,0,40
36,15,0,0,50
30,11,0,0,48
37,13,0,0,43
29,11,0,0,40
26,3,0,0,40
43,9,0,0,45
49,9,0,0,40
45,13,0,0,40
28,13,0,0,40
51,9,0,0,40
32,10,0,0,50
24,9,0,0,40
35,16,7298,0,40
41,13,0,0,40
48,13,0,0,45
61,9,1471,0,35
20,10,0,0,30
27,9,0,0,50
55,10,0,0,24
39,9,0,0,40
52,9,0,0,40
24,9,0,0,20
29,7,0,0,40
25,9,0,0,40
20,10,0,0,40
23,9,0,0,35
57,15,0,0,60
51,11,0,0,40
33,10,3674,0,16
39,13,0,0,40
40,9,0,0,40
71,13,2329,0,16
38,10,0,0,40
28,15,0,0,40
57,14,0,0,40
47,10,0,0,40
59,9,0,0,40
26,9,0,0,40
35,13,0,0,40
61,13,0,0,50
34,10,0,0,50
32,13,7688,0,50
42,9,0,0,40
39,10,0,0,40
58,3,0,0,40
61,9,0,1848,60
40,6,0,0,55
31,13,0,0,37
36,9,0,0,50
23,10,0,0,40
33,9,0,0,41
52,9,0,0,40
22,9,0,0,24
51,10,0,0,40
31,11,0,0,40
49,9,0,0,40
49,9,0,0,40
53,10,0,0,40
52,9,99999,0,40
20,6,0,0,40
26,12,0,0,40
43,14,0,0,30
46,13,0,0,52
43,11,0,0,35
41,9,0,0,40
44,9,0,0,55
54,9,0,0,40
65,14,20051,0,40
32,13,0,0,40
25,10,0,0,40
23,13,0,0,50
25,13,0,0,45
19,10,0,0,50
37,9,0,0,60
45,10,0,0,45
37,9,0,0,44
40,10,0,1564,70
17,7,0,0,5
27,13,0,0,40
59,9,0,1762,30
19,9,0,0,40
43,6,0,0,40
42,6,0,0,40
54,9,5013,0,40
54,14,0,0,50
51,6,2105,0,45
50,9,0,0,60
40,9,0,0,40
55,12,0,0,25
50,9,0,0,40
31,9,0,0,50
24,9,0,0,45
30,7,0,0,40
39,12,0,0,50
37,9,0,0,50
33,9,0,0,40
48,9,0,0,40
43,9,0,0,78
39,13,0,0,40
53,10,0,0,45
52,6,0,0,60
28,10,0,0,20
32,9,0,0,52
31,13,0,0,90
31,13,0,0,40
47,10,0,0,40
40,11,0,0,40
40,12,0,0,45
41,7,0,0,40
53,9,0,0,40
46,7,0,0,43
45,13,4386,0,35
39,5,3411,0,34
19,9,0,0,40
57,9,0,1887,40
49,11,0,0,40
59,9,0,0,40
32,11,0,0,50
35,10,0,0,40
58,6,0,0,40
28,13,0,0,43
36,12,0,0,40
41,14,0,0,35
47,9,0,0,40
50,9,0,1672,60
36,9,0,0,50
38,11,0,0,40
56,9,0,1902,60
50,11,0,0,45
45,10,5013,0,40
44,9,0,0,66
51,10,0,0,45
44,10,0,0,50
25,9,0,0,50
60,7,0,0,40
49,14,0,0,50
46,9,0,0,60
56,9,0,0,38
25,9,3325,0,45
22,10,0,0,40
41,15,0,0,60
48,9,7688,0,40
46,6,0,0,40
30,10,0,0,40
39,9,0,0,40
40,6,0,0,40
70,9,0,0,40
35,10,0,2051,45
49,14,0,0,75
24,11,0,0,60
40,12,7298,0,36
61,15,0,0,5
25,13,0,0,40
28,13,0,0,40
69,14,0,0,11
22,10,0,0,36
47,9,0,0,38
38,9,0,0,48
26,11,0,0,40
17,7,0,0,24
33,10,0,0,35
43,9,0,0,40
58,11,0,0,40
53,9,99999,0,40
26,9,0,0,25
43,13,0,0,40
31,6,2105,0,40
30,9,0,2001,42
25,9,0,0,25
57,9,0,0,40
37,14,0,0,60
32,10,0,0,48
26,9,0,0,41
45,9,0,0,40
53,9,15024,0,35
27,9,0,0,40
28,7,0,0,50
32,7,0,0,43
