NodeID,age,education-num,capital-gain,capital-loss,hours-per-week
259,22,13,0,0,15
260,42,10,5178,0,40
261,34,12,0,0,45
262,60,13,0,0,42
263,21,9,0,0,40
264,57,14,15024,0,40
265,41,15,0,0,60
266,50,10,0,0,45
267,25,13,0,0,40
268,50,4,0,0,40
269,36,13,0,0,45
270,31,9,0,0,40
271,29,13,0,0,56
272,21,10,0,0,45
273,27,13,0,0,40
274,65,9,0,0,16
275,37,13,0,0,60
276,24,9,0,0,40
277,38,9,0,0,80
278,48,13,7688,0,40
279,21,10,0,0,25
280,31,9,0,0,45
281,55,9,4386,0,40
282,24,10,0,0,40
283,43,9,0,0,40
284,26,12,0,0,45
285,46,12,0,0,33
286,35,12,0,0,40
287,41,10,0,0,54
288,26,13,0,0,40
289,34,14,7298,0,35
290,36,13,0,0,40
291,22,10,0,0,15
292,24,10,0,0,40
293,77,10,0,0,40
294,22,3,0,0,40
295,29,10,0,0,40
296,62,9,0,0,24
297,39,9,0,0,40
298,43,10,0,1485,50
299,35,9,0,0,45
300,29,7,0,0,40
301,76,14,0,0,10
302,63,9,0,0,45
303,43,10,0,1887,50
304,58,9,0,0,40
305,66,9,2050,0,55
306,41,10,0,0,45
307,26,13,0,0,40
308,47,11,0,0,40
309,55,6,0,0,40
310,53,9,0,0,40
311,17,3,0,0,48
312,30,9,0,0,40
313,49,14,0,0,60
314,19,9,0,0,30
315,45,9,0,0,40
316,26,12,0,0,40
317,38,11,7298,0,40
318,36,9,7298,0,40
319,33,9,0,0,20
320,22,10,0,0,40
321,43,13,0,0,42
322,56,12,0,0,25
323,31,13,0,0,25
324,33,13,0,0,40
325,26,9,0,0,40
326,33,13,0,0,40
327,46,7,0,0,30
328,38,9,0,0,40
329,65,7,0,0,40
330,40,11,0,0,40
331,42,9,0,0,35
332,26,5,0,0,40
333,36,6,0,0,24
334,62,14,0,0,40
335,43,13,0,0,45
336,43,13,0,1564,45
337,22,9,0,0,55
338,28,9,0,0,40
339,56,10,0,0,45
340,22,12,0,0,15
341,57,13,0,0,45
342,39,9,0,0,40
343,26,10,0,0,15
344,17,7,0,0,10
345,40,11,0,0,38
346,45,9,0,0,40
347,44,9,0,0,40
348,20,10,0,0,10
349,33,9,0,0,40
350,23,10,0,0,40
351,46,14,0,0,30
352,38,9,0,0,50
353,54,9,0,0,40
354,46,3,0,2339,45
355,25,10,0,0,40
356,46,10,0,0,40
357,36,10,0,0,40
358,23,9,0,0,25
359,29,9,0,0,40
360,44,10,0,2415,6
361,19,10,0,0,16
362,19,9,0,0,40
363,35,9,0,0,40
364,27,13,0,0,50
365,46,12,0,0,40
366,34,9,0,0,35
367,44,10,0,0,40
368,45,10,0,0,40
369,25,13,0,0,55
370,52,13,0,0,50
371,20,10,0,0,40
372,28,10,0,0,40
373,50,13,0,0,40
374,34,11,0,0,64
375,28,4,0,2179,40
376,41,14,0,1977,65
377,28,9,0,0,40
378,46,9,0,0,25
379,32,10,0,0,50
380,41,10,0,0,24
381,24,9,0,0,40
382,33,10,0,0,40
383,46,16,15024,0,60
384,31,10,0,0,40
385,35,8,0,0,50
386,52,2,0,0,40
387,30,7,0,0,19
388,34,7,0,0,40
389,34,9,0,0,40
390,20,10,0,0,30
391,17,7,2176,0,18
392,32,13,0,0,40
393,29,9,0,0,40
394,33,6,0,0,35
395,25,9,0,0,60
396,36,14,0,1408,40
397,23,9,0,0,72
398,63,9,0,0,40
399,47,14,0,0,40
400,40,13,2174,0,40
401,30,12,0,0,25
402,27,10,0,1980,40
403,33,14,0,0,50
404,34,9,594,0,60
405,34,10,0,0,40
406,23,10,0,0,40
407,42,10,0,0,40
408,29,13,0,0,40
409,45,9,0,0,28
410,24,9,0,0,40
411,44,10,0,0,40
412,27,5,0,0,40
413,20,10,0,0,35
414,44,9,0,0,40
415,51,9,0,0,40
416,20,9,0,0,40
417,19,9,0,0,40
418,45,10,0,0,55
419,60,9,0,0,40
420,44,9,0,0,40
421,40,11,0,0,40
422,30,9,0,0,40
423,38,10,0,0,50
424,23,9,0,0,60
425,44,12,0,0,40
426,54,9,0,0,40
427,32,13,0,0,50
428,50,2,0,0,40
429,24,13,0,0,20
430,37,9,0,0,60
431,52,9,0,0,40
432,38,10,0,0,40
433,49,14,0,1977,45
434,30,13,0,0,16
435,60,10,0,0,40
436,35,9,0,0,40
437,30,9,0,0,60
438,67,11,0,0,24
439,46,13,0,0,40
440,17,5,0,0,6
441,22,10,0,0,30
442,27,6,0,0,40
443,23,9,0,0,35
444,33,12,0,0,45
445,43,10,0,0,20
446,28,13,0,0,20
447,41,9,0,0,40
448,25,10,0,0,20
449,59,9,0,0,45
450,45,13,0,0,40
451,38,13,15024,0,60
452,40,9,0,0,35
453,46,9,0,0,40
454,35,12,0,0,60
455,34,9,0,0,25
456,33,13,0,0,20
457,41,9,0,0,36
458,20,10,0,0,40
459,23,3,0,0,40
460,26,10,0,0,35
461,23,9,0,0,40
462,62,9,0,0,40
463,52,10,0,0,40
464,58,10,0,0,42
465,25,13,0,0,40
466,24,13,0,0,40
467,19,10,0,0,8
468,43,10,0,0,40
469,47,9,0,0,40
470,39,9,0,0,40
471,49,11,0,1380,42
472,32,11,0,0,45
473,34,10,0,0,50
474,28,9,0,0,45
475,25,10,0,0,20
476,34,13,0,0,50
477,38,13,15024,0,80
478,50,9,7688,0,50
479,24,10,0,0,50
480,37,10,0,0,45
481,44,10,0,0,58
482,28,10,0,0,40
483,42,13,0,0,40
484,74,10,0,0,9
485,38,9,0,0,50
486,44,14,0,0,40
487,44,7,0,0,46
488,26,9,0,0,40
489,36,9,0,0,40
490,41,12,0,0,50
491,67,15,20051,0,48
492,39,8,0,0,50
493,57,2,0,0,30
494,29,11,0,0,40
495,31,13,0,0,45
496,44,10,0,0,40
497,29,16,0,0,40
498,30,10,0,0,40
499,27,9,0,0,40
500,27,10,0,0,50
501,32,9,0,0,45
502,58,6,0,0,8
503,35,10,0,0,40
504,21,9,0,0,36
505,28,10,0,0,40
506,46,10,0,0,50
507,36,9,0,0,40
508,72,7,0,0,40
509,35,9,0,0,40
510,33,11,0,0,40
511,69,7,0,0,40
512,35,9,0,0,40
513,34,9,0,0,32
514,30,7,0,0,40
515,28,13,0,0,55
516,54,13,0,0,35
517,47,10,0,0,50
518,24,9,0,0,40
519,52,13,0,0,60
520,20,9,0,0,48
521,43,14,5013,0,45
522,45,4,0,0,40
523,29,9,0,0,35
524,47,14,0,0,42
525,24,9,0,0,40
526,51,9,0,0,40
527,17,7,0,0,12
528,37,11,0,1977,40
529,27,16,0,0,70
530,29,13,0,0,40
531,36,12,0,0,35
532,58,13,0,0,40
533,26,10,0,0,45
534,57,9,0,0,40
535,59,9,0,0,40
536,27,9,0,0,40
537,31,13,0,0,40
538,21,10,0,0,24
539,29,10,0,0,60
540,18,7,0,0,40
541,52,6,0,1887,47
542,57,13,0,0,80
543,60,4,0,0,48
544,31,13,7688,0,40
545,23,13,0,0,40
546,27,9,0,0,40
547,42,15,0,1902,50
548,25,10,2174,0,40
549,49,13,0,0,45
550,32,13,0,0,40
551,19,10,0,0,28
552,60,4,0,0,40
553,42,5,0,0,40
554,35,12,0,0,40
555,48,9,0,0,37
556,51,14,0,0,40
557,29,9,0,0,40
558,36,9,0,0,40
559,17,6,0,0,21
560,52,14,6849,0,60
561,24,9,0,0,40
562,24,9,0,0,50
563,26,13,1055,0,40
564,27,13,0,0,20
565,39,9,0,0,60
566,30,9,0,0,45
567,50,9,0,0,32
568,52,13,0,0,55
569,46,15,15024,0,45
570,23,13,0,0,20
571,45,7,0,0,20
572,65,5,0,0,24
573,29,11,0,0,55
574,47,5,0,0,40
575,30,9,0,0,60
576,34,9,0,0,45
577,38,9,0,0,64
578,33,10,0,0,40
579,49,13,0,0,26
580,47,10,0,0,40
581,49,6,0,0,40
582,43,10,15024,0,60
583,30,13,0,0,40
584,58,9,0,0,60
585,19,9,0,0,14
586,21,13,0,0,40
587,33,13,15024,0,60
588,47,3,0,0,50
589,52,16,0,0,60
590,26,9,0,0,55
591,60,9,0,0,40
592,21,10,0,0,40
593,36,10,5178,0,50
594,31,10,0,0,45
595,50,16,0,0,40
596,31,9,0,0,40
597,71,9,0,0,15
598,30,13,0,0,40
599,20,10,0,0,20
600,24,9,4101,0,50
601,35,16,0,0,40
602,38,10,0,0,45
603,27,9,0,0,32
604,29,10,0,0,40
605,34,9,0,0,45
606,44,4,0,0,35
607,43,9,0,0,40
608,44,8,0,0,40
609,35,14,0,0,60
610,27,10,0,0,40
611,43,14,0,0,38
612,20,10,0,0,25
613,42,12,8614,0,40
614,27,10,3411,0,40
615,42,9,0,0,40
616,24,5,0,1721,40
617,48,10,0,0,40
618,17,7,0,0,10
619,33,13,0,0,40
620,50,9,0,0,50
621,22,9,2597,0,40
622,17,8,0,0,16
623,32,10,0,0,40
624,31,9,0,0,45
625,58,9,0,0,50
626,29,9,0,0,48
627,37,11,0,0,40
628,34,9,0,0,40
629,23,10,0,0,40
630,18,7,0,0,5
631,34,9,0,0,40
632,45,13,0,0,55
633,41,14,0,0,35
634,26,9,0,0,30
635,54,10,0,0,40
636,24,10,0,0,45
637,42,10,0,0,50
638,20,10,0,0,20
639,23,13,0,0,20
640,35,14,0,0,60
641,31,14,0,1902,40
642,30,13,0,0,40
643,19,9,0,0,20
644,36,13,0,0,50
645,31,13,0,1380,40
646,21,10,0,0,30
647,31,10,0,0,40
648,46,16,25236,0,65
649,44,13,0,0,50
650,40,8,0,0,40
651,45,10,0,0,40
652,60,9,0,0,35
653,18,7,0,0,25
654,28,13,0,0,40
655,36,10,0,0,40
656,40,11,4386,0,40
657,36,13,0,0,35
658,31,9,0,0,40
659,33,9,0,0,40
660,19,9,0,0,40
661,22,10,0,0,15
662,34,13,0,0,45
663,33,9,0,0,40
664,41,9,0,2051,60
665,29,13,4650,0,40
666,50,9,0,0,42
667,42,13,7298,0,45
668,44,9,0,0,40
669,20,10,0,0,20
670,31,9,0,0,40
671,23,10,0,0,24
672,55,10,0,0,40
673,26,11,0,2377,45
674,25,11,0,0,15
675,35,10,2407,0,40
676,36,10,0,0,36
677,43,13,0,0,50
678,56,9,594,0,20
679,42,13,0,0,40
680,19,10,0,0,25
681,55,9,0,0,72
682,42,14,14084,0,50
683,26,11,0,0,40
684,17,8,0,0,20
685,42,13,0,0,40
686,55,9,7688,0,40
687,32,10,0,0,40
688,29,7,0,0,40
689,46,13,0,0,37
690,29,13,7688,0,40
691,22,13,0,0,20
692,58,6,0,0,40
693,23,9,0,0,50
694,39,9,0,0,40
695,27,11,0,0,38
696,54,9,0,0,40
697,33,13,0,0,45
698,46,9,0,0,40
699,37,9,0,0,40
700,36,9,0,0,18
701,59,9,0,0,38
702,34,9,0,0,40
703,53,16,0,0,70
704,51,13,0,0,55
705,32,6,0,0,42
706,31,10,0,0,40
707,22,10,0,0,30
708,47,13,0,0,50
709,32,9,0,0,40
710,26,10,0,0,38
711,37,3,0,0,32
712,31,9,0,0,55
713,37,11,0,0,24
714,55,9,0,0,38
715,23,11,0,0,56
716,36,10,0,0,40
717,43,13,0,0,50
718,54,10,0,0,40
719,28,11,0,1669,42
720,40,11,0,0,50
721,41,10,0,0,60
722,40,13,0,0,55
723,42,10,0,0,38
724,61,9,0,2352,50
725,18,8,0,0,30
726,48,11,0,0,50
727,41,13,0,0,40
728,23,9,2463,0,40
729,60,9,0,0,60
730,22,10,0,0,20
731,61,9,0,0,40
732,25,9,0,0,40
733,46,14,0,0,35
734,43,13,0,1902,40
735,43,12,0,0,40
736,24,9,0,1721,30
737,68,7,0,0,20
738,31,9,0,0,38
739,17,7,0,0,20
740,32,9,5178,0,48
741,33,13,3103,0,47
742,64,13,0,0,40
743,20,9,0,0,30
744,30,9,0,0,36
745,43,10,0,0,45
746,22,10,0,0,40
747,17,6,0,0,20
748,47,9,0,0,75
749,41,11,0,0,60
750,56,10,0,0,50
751,64,9,0,0,45
752,47,9,0,0,50
753,48,11,0,0,40
754,31,14,0,0,46
755,29,11,0,0,40
756,30,9,0,0,40
757,32,9,0,1672,60
758,57,9,0,653,42
759,62,9,0,0,40
760,39,9,0,0,24
761,43,10,0,0,25
762,24,13,0,0,40
763,53,10,4386,0,40
764,26,10,0,0,40
765,73,9,0,0,40
766,55,9,0,0,40
767,25,9,0,0,40
768,41,13,0,0,50
769,24,13,0,0,50
770,63,9,0,0,6
771,17,7,0,0,20
772,35,10,0,0,50
773,51,10,0,0,40
774,62,13,0,0,48
775,55,9,4386,0,40
776,43,10,0,0,40
777,40,9,0,0,50
778,37,13,0,0,45
779,39,13,0,0,40
780,31,9,0,0,18
781,61,14,0,0,40
782,26,11,0,0,55
783,46,9,0,0,50
784,26,13,0,0,40
785,48,16,0,0,50
786,34,9,0,0,40
787,34,9,0,0,40
788,59,9,0,0,40
789,34,13,0,0,40
790,49,13,0,0,56
791,18,7,0,0,20
792,43,9,0,0,40
793,48,7,0,0,50
794,28,10,0,0,70
795,33,9,0,0,40
796,24,10,0,0,15
797,21,6,0,0,40
798,17,7,0,0,28
799,39,10,0,0,50
800,29,13,0,0,40
801,44,13,0,0,40
802,24,10,0,0,50
803,71,14,10605,0,40
804,51,13,0,2415,40
805,55,3,0,0,25
806,41,13,0,0,60
807,23,9,0,0,7
808,38,11,0,0,40
809,39,9,0,0,40
810,19,9,0,0,30
811,49,5,0,0,40
812,32,13,0,0,40
813,27,9,0,0,70
814,38,13,0,0,50
815,33,10,0,0,60
816,23,13,0,0,28
817,54,9,0,0,40
818,29,11,2174,0,45
819,35,13,0,0,40
820,28,11,0,0,40
821,37,13,7688,0,50
822,42,15,0,0,65
823,40,14,0,0,40
824,47,10,0,0,55
825,22,13,0,0,50
826,30,13,0,0,45
827,28,9,0,0,40
828,63,4,0,0,55
829,51,5,0,0,20
830,22,9,0,0,40
831,35,9,0,0,45
832,46,9,0,0,38
833,37,10,0,0,52
834,24,13,0,0,15
835,37,9,0,0,10
836,53,10,0,0,40
837,27,9,0,0,30
838,38,10,0,0,44
839,53,6,0,0,60
840,34,10,0,0,40
841,23,9,0,0,40
842,39,13,15024,0,45
843,43,14,0,0,50
844,67,9,0,0,40
845,81,9,0,0,30
846,21,10,0,0,20
847,23,10,0,0,25
848,25,10,0,0,40
849,42,3,0,0,38
850,38,10,0,0,40
851,32,9,0,0,40
852,37,9,0,0,40
853,51,14,0,0,60
854,22,10,0,0,42
855,33,2,0,0,40
856,42,9,0,0,55
857,51,1,0,0,40
858,23,9,0,0,40
859,37,7,3103,0,44
860,37,9,0,0,99
861,47,14,0,0,25
862,41,15,0,2415,40
863,33,9,0,0,30
864,31,13,0,0,40
865,31,12,0,0,40
866,35,9,0,0,40
867,38,9,0,0,40
868,18,9,0,0,45
869,20,9,0,0,40
870,54,10,0,0,35
871,40,10,0,0,40
872,36,13,0,1977,45
873,43,10,0,0,35
874,44,10,0,0,40
875,44,9,0,0,40
876,43,14,0,0,43
877,51,4,0,0,40
878,18,9,0,0,20
879,51,10,0,0,40
880,44,10,0,0,70
881,33,6,0,0,40
882,33,13,0,0,40
883,42,12,0,0,40
884,25,10,0,0,45
885,32,9,0,0,38
886,32,13,0,0,70
887,36,6,0,0,40
888,28,9,0,0,40
889,20,9,0,0,20
890,35,10,0,0,60
891,55,9,0,0,20
892,48,13,0,0,40
893,34,9,0,0,35
894,28,13,0,0,35
895,67,13,0,2392,40
896,37,9,0,0,40
897,44,9,0,0,70
898,25,10,0,0,40
899,21,10,4101,0,40
900,40,14,0,0,35
901,78,9,2964,0,40
902,34,9,0,0,40
903,49,9,0,0,44
904,22,12,0,0,40
905,60,9,0,0,42
906,45,9,0,0,40
907,63,11,0,0,20
908,41,9,0,0,35
909,47,9,0,0,40
910,44,9,0,0,40
911,51,10,3325,0,40
912,46,13,0,1504,40
913,41,11,0,0,40
914,50,9,0,0,30
915,47,9,0,0,50
916,35,9,0,0,45
917,56,9,0,0,55
918,45,14,0,0,45
919,48,13,0,0,58
920,40,10,2580,0,40
921,39,13,15024,0,50
922,20,10,0,0,40
923,50,16,0,1902,65
924,38,9,0,0,40
925,23,13,0,0,60
926,31,9,0,0,16
927,58,13,0,0,40
928,66,9,0,0,40
929,39,9,0,0,40
930,54,9,15024,0,52
931,26,10,0,0,50
932,51,9,0,0,40
933,34,11,0,0,40
934,50,9,3103,0,40
935,42,10,0,0,44
936,38,14,0,0,25
937,48,4,0,0,40
938,33,11,0,0,40
939,51,9,0,0,32
940,22,9,0,0,40
941,41,10,0,0,50
942,48,14,0,0,35
943,42,9,0,0,30
944,34,10,0,0,40
945,23,9,0,0,40
946,56,9,0,0,50
947,45,9,0,0,55
948,48,6,0,0,40
949,48,14,0,0,50
950,31,11,0,0,40
951,20,12,0,1719,20
952,27,10,0,0,40
953,32,9,0,0,40
954,37,9,0,0,75
955,34,9,0,0,30
956,90,9,0,0,40
957,23,10,0,0,40
958,43,10,0,0,40
959,44,13,7688,0,60
960,24,10,0,0,37
961,28,15,0,0,55
962,23,10,0,0,40
963,20,10,0,0,50
964,36,13,0,1902,50
965,61,9,0,0,40
966,53,13,0,0,40
967,30,13,7298,0,40
968,52,10,0,0,55
969,38,10,0,0,40
970,32,13,0,0,40
971,30,8,0,0,75
972,41,11,0,0,40
973,49,14,0,1902,40
974,45,9,0,0,47
975,43,9,0,0,35
976,61,9,3471,0,40
977,54,9,0,0,32
978,34,12,0,0,40
979,49,10,0,0,80
980,38,10,0,0,40
981,35,15,0,1977,80
982,36,8,0,0,40
983,30,13,0,0,50
984,36,12,0,0,60
985,22,13,0,0,20
986,38,9,0,1902,40
987,37,9,0,0,50
988,48,16,0,1902,46
989,17,7,0,0,15
990,19,10,0,0,20
991,27,13,0,1590,40
992,22,13,0,0,50
993,49,9,0,0,40
994,43,11,0,0,40
995,43,13,0,0,40
996,19,9,0,0,35
997,58,9,0,0,60
998,41,10,0,0,40
999,31,10,0,0,40
