age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
,,,2,Married-spouse-absent,,,,Female,0,0,,Non-US,<=50K
,,,2,Married-spouse-absent,,,,Female,0,0,,Non-US,<=50K
,,,2,Married-spouse-absent,,,,Female,0,0,,Non-US,<=50K
,,,3,Married-spouse-absent,,,,Female,0,0,,Non-US,<=50K
,,,3,Married-spouse-absent,,,,Female,0,0,,Non-US,<=50K
,,,1,Married-spouse-absent,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,1,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,1,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,1,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Separated,,,,Female,0,0,,Non-US,<=50K
,,,2,Separated,,,,Female,0,0,,Non-US,<=50K
,,,2,Separated,,,,Female,0,0,,Non-US,<=50K
,,,2,Separated,,,,Female,0,0,,Non-US,<=50K
,,,4,Separated,,,,Female,0,0,,Non-US,<=50K
,,,2,Separated,,,,Female,0,0,,Non-US,<=50K
,,,2,Separated,,,,Female,0,0,,Non-US,<=50K
,,,2,Separated,,,,Female,0,0,,Non-US,<=50K
,,,3,Separated,,,,Female,0,0,,Non-US,<=50K
,,,3,Separated,,,,Female,0,0,,Non-US,<=50K
,,,2,Separated,,,,Female,0,0,,Non-US,<=50K
,,,2,Separated,,,,Female,0,0,,Non-US,<=50K
,,,1,Separated,,,,Female,0,0,,Non-US,<=50K
,,,2,Separated,,,,Female,0,0,,Non-US,<=50K
,,,2,Separated,,,,Female,0,0,,Non-US,<=50K
,,,2,Separated,,,,Female,0,0,,Non-US,<=50K
,,,3,Separated,,,,Female,0,0,,Non-US,<=50K
,,,1,Separated,,,,Female,0,0,,Non-US,<=50K
,,,1,Separated,,,,Female,0,0,,Non-US,<=50K
,,,3,Separated,,,,Female,0,0,,Non-US,<=50K
,,,1,Separated,,,,Female,0,0,,Non-US,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,2179,,Non-US,<=50K
,,,4,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,4,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,1,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,1,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,1590,,Non-US,<=50K
,,,2,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,4,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,4,Never-married,,,,Male,2463,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,4,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,4,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,4,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,1,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,1,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,4,Never-married,,,,Male,0,0,,Non-US,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,1,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,6497,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,0,0,,United-States,<=50K
,,,2,,,,,,2936,0,,United-States,<=50K
,,,3,,,,,,0,0,,United-States,<=50K
,,,2,Divorced,,,,Female,0,0,,United-States,<=50K
,,,2,Divorced,,,,Female,0,0,,United-States,<=50K
,,,3,Divorced,,,,Female,0,0,,United-States,<=50K
,,,3,Divorced,,,,Female,0,0,,United-States,<=50K
,,,3,Divorced,,,,Female,0,0,,United-States,<=50K
,,,3,Divorced,,,,Female,0,0,,United-States,<=50K
,,,3,Divorced,,,,Female,0,0,,United-States,<=50K
,,,2,Divorced,,,,Female,0,0,,United-States,<=50K
,,,2,Divorced,,,,Female,0,0,,United-States,<=50K
,,,2,Divorced,,,,Female,0,0,,United-States,<=50K
,,,3,Divorced,,,,Female,0,0,,United-States,<=50K
,,,3,Divorced,,,,Female,0,0,,United-States,<=50K
,,,2,Divorced,,,,Female,0,1138,,United-States,<=50K
,,,3,Divorced,,,,Female,0,0,,United-States,<=50K
,,,2,Divorced,,,,Female,0,0,,United-States,<=50K
,,,2,Divorced,,,,Female,0,0,,United-States,<=50K
,,,3,Divorced,,,,Female,0,0,,United-States,<=50K
,,,3,Divorced,,,,Female,0,0,,United-States,<=50K
,,,2,Divorced,,,,Female,0,0,,United-States,<=50K
,,,2,Divorced,,,,Female,0,0,,United-States,<=50K
,,,2,Divorced,,,,Female,0,0,,United-States,<=50K
,,,3,Divorced,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,4,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,3325,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,2,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,2,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,2,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Never-married,,,,Female,0,0,,United-States,<=50K
,,,4,Never-married,,,,Female,0,0,,United-States,<=50K
,,,4,Never-married,,,,Female,0,0,,United-States,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,3,Married-civ-spouse,,,,Male,2885,0,,United-States,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,4,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,4,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,4650,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,1876,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,1590,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,1151,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,Never-married,,,,Male,0,0,,United-States,<=50K
,,,3,Never-married,,,,Male,0,0,,United-States,<=50K
,,,2,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,3,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,3,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,2,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,3,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,3,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,3,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,3,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,2,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,3,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,2,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,2,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,4,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,1,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,3,,,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Female,2885,0,<40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Female,2977,0,<40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,1,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Female,0,0,<40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,1980,40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,4,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,4,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,2597,0,40+,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,1,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,3,,,,Amer-Indian-Eskimo,Male,0,0,40+,United-States,<=50K
,,,2,,,,Amer-Indian-Eskimo,Male,4650,0,40+,United-States,<=50K
,,,3,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,2,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,3,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,3,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,3,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,3,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,3,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,4,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,2,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,3,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,3,,,Unmarried,Asian-Pac-Islander,Female,0,213,40,Non-US,<=50K
,,,2,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,3,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,3,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,3,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,3,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
,,,3,,,Unmarried,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
