age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
23.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,3674,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,1721,40.0,United-States,<=50K
24.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,2597,0,40.0,United-States,<=50K
24.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,4865,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,2907,0,40.0,United-States,<=50K
26.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,1974,40.0,United-States,<=50K
26.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
27.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
27.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
27.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
27.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
27.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
27.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
27.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
27.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
29.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
29.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
29.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
29.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
29.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
29.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
29.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
29.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
32.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
32.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
32.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
32.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
32.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
32.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
32.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
34.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
34.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,4865,0,40.0,United-States,<=50K
34.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
34.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
34.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
34.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
34.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
34.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
21.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
21.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
21.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
21.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
21.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
21.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
21.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
21.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
21.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
21.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
21.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
21.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,2174,0,40.0,United-States,<=50K
23.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,,2,Never-married,Adm-clerical,Own-child,White,Female,2354,0,40.0,United-States,<=50K
37.0,Private,,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
37.0,Private,,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
37.0,Private,,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
37.0,Private,,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
37.0,Private,,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
37.0,Private,,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
37.0,Private,,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
37.0,Private,,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,3471,0,40.0,United-States,<=50K
37.0,Private,,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
43.0,Private,,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
43.0,Private,,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,5013,0,40.0,United-States,<=50K
43.0,Private,,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
43.0,Private,,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
43.0,Private,,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
43.0,Private,,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
43.0,Private,,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
43.0,Private,,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
43.0,Private,,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
25.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
25.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Male,0,1980,40.0,United-States,<=50K
25.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
25.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
28.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
28.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
28.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
28.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
28.0,Private,,3,Never-married,Adm-clerical,Not-in-family,White,Male,0,1408,40.0,United-States,<=50K
28.0,Private,,2,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
